Customer ID,Age,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Gender_Female,Gender_Male,City_Chicago,City_Houston,City_Los Angeles,City_Miami,City_New York,City_San Francisco,Membership Type_Bronze,Membership Type_Gold,Membership Type_Silver,Satisfaction Level_Neutral,Satisfaction Level_Satisfied,Satisfaction Level_Unsatisfied,recency,churned
137,32,1160.3,14,4.4,True,22,True,False,False,False,False,False,True,False,False,True,False,False,True,False,22,0
138,34,800.2,11,4.1,False,17,False,True,False,False,True,False,False,False,False,False,True,True,False,False,17,0
139,43,500.75,10,3.3,True,40,True,False,True,False,False,False,False,False,True,False,False,False,False,True,40,1
140,30,1460.5,20,4.8,False,12,False,True,False,False,False,False,False,True,False,True,False,False,True,False,12,0
141,27,700.4,13,4.0,True,53,False,True,False,False,False,True,False,False,False,False,True,False,False,True,53,1
142,37,420.8,7,3.1,False,21,True,False,False,True,False,False,False,False,True,False,False,True,False,False,21,0
143,31,1130.6,15,4.5,True,26,True,False,False,False,False,False,True,False,False,True,False,False,True,False,26,0
144,35,820.9,12,4.3,False,12,False,True,False,False,True,False,False,False,False,False,True,True,False,False,12,0
145,41,480.25,9,3.6,True,65,True,False,True,False,False,False,False,False,True,False,False,False,False,True,65,1
146,28,1490.1,21,4.9,False,9,False,True,False,False,False,False,False,True,False,True,False,False,True,False,9,0
147,32,680.3,10,3.8,True,32,False,True,False,False,False,True,False,False,False,False,True,False,False,True,32,1
148,36,470.5,8,3.0,False,18,True,False,False,True,False,False,False,False,True,False,False,True,False,False,18,0
149,30,1180.8,16,4.7,True,19,True,False,False,False,False,False,True,False,False,True,False,False,True,False,19,0
150,34,790.2,11,4.0,False,15,False,True,False,False,True,False,False,False,False,False,True,True,False,False,15,0
151,43,505.75,10,3.3,True,39,True,False,True,False,False,False,False,False,True,False,False,False,False,True,39,1
152,30,1470.5,20,4.8,False,13,False,True,False,False,False,False,False,True,False,True,False,False,True,False,13,0
153,27,710.4,13,4.1,True,65,False,True,False,False,False,True,False,False,False,False,True,False,False,True,65,1
154,37,430.8,7,3.4,False,23,True,False,False,True,False,False,False,False,True,False,False,True,False,False,23,0
155,31,1140.6,15,4.6,True,27,True,False,False,False,False,False,True,False,False,True,False,False,True,False,27,0
156,35,810.9,12,4.3,False,13,False,True,False,False,True,False,False,False,False,False,True,True,False,False,13,0
157,41,485.25,9,3.6,True,39,True,False,True,False,False,False,False,False,True,False,False,False,False,True,39,1
158,28,1500.1,21,4.9,False,10,False,True,False,False,False,False,False,True,False,True,False,False,True,False,10,0
159,32,670.3,10,3.8,True,33,False,True,False,False,False,True,False,False,False,False,True,False,False,True,33,1
160,36,460.5,8,3.1,False,19,True,False,False,True,False,False,False,False,True,False,False,True,False,False,19,0
161,30,1190.8,16,4.5,True,20,True,False,False,False,False,False,True,False,False,True,False,False,True,False,20,0
162,33,830.75,13,4.2,False,14,False,True,False,False,True,False,False,False,False,False,True,False,True,False,14,0
163,42,520.4,9,3.5,True,37,True,False,True,False,False,False,False,False,True,False,False,False,False,True,37,1
164,29,1370.2,18,4.7,False,10,False,True,False,False,False,False,False,True,False,True,False,False,True,False,10,0
165,26,690.6,12,3.9,True,65,False,True,False,False,False,True,False,False,False,False,True,False,False,True,65,1
166,38,440.9,8,3.2,False,24,True,False,False,True,False,False,False,False,True,False,False,True,False,False,24,0
167,32,1160.3,14,4.4,True,65,True,False,False,False,False,False,True,False,False,True,False,False,True,False,65,1
168,34,800.2,11,4.1,False,17,False,True,False,False,True,False,False,False,False,False,True,True,False,False,17,0
169,43,500.75,10,3.3,True,40,True,False,True,False,False,False,False,False,True,False,False,False,False,True,40,1
170,30,1460.5,20,4.8,False,65,False,True,False,False,False,False,False,True,False,True,False,False,True,False,65,1
171,27,700.4,13,4.0,True,53,False,True,False,False,False,True,False,False,False,False,True,False,False,True,53,1
172,37,420.8,7,3.1,False,21,True,False,False,True,False,False,False,False,True,False,False,False,False,False,21,0
173,31,1130.6,15,4.5,True,26,True,False,False,False,False,False,True,False,False,True,False,False,True,False,26,0
174,35,820.9,12,4.3,False,65,False,True,False,False,True,False,False,False,False,False,True,True,False,False,65,1
175,41,480.25,9,3.6,True,38,True,False,True,False,False,False,False,False,True,False,False,False,False,True,38,1
176,28,1490.1,21,4.9,False,9,False,True,False,False,False,False,False,True,False,True,False,False,True,False,9,0
177,32,680.3,10,3.8,True,32,False,True,False,False,False,True,False,False,False,False,True,False,False,True,32,1
178,36,470.5,8,3.0,False,18,True,False,False,True,False,False,False,False,True,False,False,True,False,False,18,0
179,30,1180.8,16,4.7,True,65,True,False,False,False,False,False,True,False,False,True,False,False,True,False,65,1
180,34,790.2,11,4.0,False,15,False,True,False,False,True,False,False,False,False,False,True,True,False,False,15,0
181,43,505.75,10,3.3,True,39,True,False,True,False,False,False,False,False,True,False,False,False,False,True,39,1
182,30,1470.5,20,4.8,False,13,False,True,False,False,False,False,False,True,False,True,False,False,True,False,13,0
183,27,710.4,13,4.1,True,65,False,True,False,False,False,True,False,False,False,False,True,False,False,True,65,1
184,37,430.8,7,3.4,False,23,True,False,False,True,False,False,False,False,True,False,False,True,False,False,23,0
185,31,1140.6,15,4.6,True,27,True,False,False,False,False,False,True,False,False,True,False,False,True,False,27,0
186,35,810.9,12,4.3,False,13,False,True,False,False,True,False,False,False,False,False,True,True,False,False,13,0
187,41,485.25,9,3.6,True,39,True,False,True,False,False,False,False,False,True,False,False,False,False,True,39,1
188,28,1500.1,21,4.9,False,10,False,True,False,False,False,False,False,True,False,True,False,False,True,False,10,0
189,32,670.3,10,3.8,True,33,False,True,False,False,False,True,False,False,False,False,True,False,False,True,33,1
190,36,460.5,8,3.1,False,19,True,False,False,True,False,False,False,False,True,False,False,True,False,False,19,0
191,30,1190.8,16,4.5,True,20,True,False,False,False,False,False,True,False,False,True,False,False,True,False,20,0
192,33,830.75,13,4.2,False,14,False,True,False,False,True,False,False,False,False,False,True,False,True,False,14,0
193,42,520.4,9,3.5,True,37,True,False,True,False,False,False,False,False,True,False,False,False,False,True,37,1
194,29,1370.2,18,4.7,False,10,False,True,False,False,False,False,False,True,False,True,False,False,True,False,10,0
195,26,690.6,12,3.9,True,47,False,True,False,False,False,True,False,False,False,False,True,False,False,True,47,1
196,38,440.9,8,3.2,False,24,True,False,False,True,False,False,False,False,True,False,False,True,False,False,24,0
197,32,1160.3,14,4.4,True,65,True,False,False,False,False,False,True,False,False,True,False,False,True,False,65,1
198,34,800.2,11,4.1,False,17,False,True,False,False,True,False,False,False,False,False,True,True,False,False,17,0
199,43,500.75,10,3.3,True,40,True,False,True,False,False,False,False,False,True,False,False,False,False,True,40,1
200,30,1460.5,20,4.8,False,12,False,True,False,False,False,False,False,True,False,True,False,False,True,False,12,0
201,27,700.4,13,4.0,True,53,False,True,False,False,False,True,False,False,False,False,True,False,False,True,53,1
202,37,420.8,7,3.1,False,21,True,False,False,True,False,False,False,False,True,False,False,True,False,False,21,0
203,31,1130.6,15,4.5,True,26,True,False,False,False,False,False,True,False,False,True,False,False,True,False,26,0
204,35,820.9,12,4.3,False,65,False,True,False,False,True,False,False,False,False,False,True,True,False,False,65,1
205,41,480.25,9,3.6,True,38,True,False,True,False,False,False,False,False,True,False,False,False,False,True,38,1
206,28,1490.1,21,4.9,False,9,False,True,False,False,False,False,False,True,False,True,False,False,True,False,9,0
207,32,680.3,10,3.8,True,32,False,True,False,False,False,True,False,False,False,False,True,False,False,True,32,1
208,36,470.5,8,3.0,False,18,True,False,False,True,False,False,False,False,True,False,False,True,False,False,18,0
209,30,1180.8,16,4.7,True,19,True,False,False,False,False,False,True,False,False,True,False,False,True,False,19,0
210,34,790.2,11,4.0,False,15,False,True,False,False,True,False,False,False,False,False,True,True,False,False,15,0
211,43,505.75,10,3.3,True,39,True,False,True,False,False,False,False,False,True,False,False,False,False,True,39,1
212,30,1470.5,20,4.8,False,13,False,True,False,False,False,False,False,True,False,True,False,False,True,False,13,0
213,27,710.4,13,4.1,True,54,False,True,False,False,False,True,False,False,False,False,True,False,False,True,54,1
214,37,430.8,7,3.4,False,23,True,False,False,True,False,False,False,False,True,False,False,True,False,False,23,0
215,31,1140.6,15,4.6,True,27,True,False,False,False,False,False,True,False,False,True,False,False,True,False,27,0
216,35,810.9,12,4.3,False,13,False,True,False,False,True,False,False,False,False,False,True,True,False,False,13,0
217,41,485.25,9,3.6,True,65,True,False,True,False,False,False,False,False,True,False,False,False,False,True,65,1
218,28,1500.1,21,4.9,False,10,False,True,False,False,False,False,False,True,False,True,False,False,True,False,10,0
219,32,670.3,10,3.8,True,33,False,True,False,False,False,True,False,False,False,False,True,False,False,True,33,1
220,36,460.5,8,3.1,False,19,True,False,False,True,False,False,False,False,True,False,False,True,False,False,19,0
221,30,1190.8,16,4.5,True,20,True,False,False,False,False,False,True,False,False,True,False,False,True,False,20,0
222,33,830.75,13,4.2,False,14,False,True,False,False,True,False,False,False,False,False,True,False,True,False,14,0
223,42,520.4,9,3.5,True,37,True,False,True,False,False,False,False,False,True,False,False,False,False,True,37,1
224,29,1370.2,18,4.7,False,10,False,True,False,False,False,False,False,True,False,True,False,False,True,False,10,0
225,26,690.6,12,3.9,True,47,False,True,False,False,False,True,False,False,False,False,True,False,False,True,47,1
226,38,440.9,8,3.2,False,24,True,False,False,True,False,False,False,False,True,False,False,True,False,False,24,0
227,32,1160.3,14,4.4,True,22,True,False,False,False,False,False,True,False,False,True,False,False,True,False,22,0
228,34,800.2,11,4.1,False,17,False,True,False,False,True,False,False,False,False,False,True,True,False,False,17,0
229,43,500.75,10,3.3,True,40,True,False,True,False,False,False,False,False,True,False,False,False,False,True,40,1
230,30,1460.5,20,4.8,False,12,False,True,False,False,False,False,False,True,False,True,False,False,True,False,12,0
231,27,700.4,13,4.0,True,53,False,True,False,False,False,True,False,False,False,False,True,False,False,True,53,1
232,37,420.8,7,3.1,False,21,True,False,False,True,False,False,False,False,True,False,False,True,False,False,21,0
233,31,1130.6,15,4.5,True,26,True,False,False,False,False,False,True,False,False,True,False,False,True,False,26,0
234,35,820.9,12,4.3,False,12,False,True,False,False,True,False,False,False,False,False,True,True,False,False,12,0
235,41,480.25,9,3.6,True,38,True,False,True,False,False,False,False,False,True,False,False,False,False,True,38,1
236,28,1490.1,21,4.9,False,65,False,True,False,False,False,False,False,True,False,True,False,False,True,False,65,1
237,32,680.3,10,3.8,True,32,False,True,False,False,False,True,False,False,False,False,True,False,False,True,32,1
238,36,470.5,8,3.0,False,18,True,False,False,True,False,False,False,False,True,False,False,True,False,False,18,0
239,30,1180.8,16,4.7,True,19,True,False,False,False,False,False,True,False,False,True,False,False,True,False,19,0
240,34,790.2,11,4.0,False,15,False,True,False,False,True,False,False,False,False,False,True,True,False,False,15,0
241,43,505.75,10,3.3,True,39,True,False,True,False,False,False,False,False,True,False,False,False,False,True,39,1
242,30,1470.5,20,4.8,False,13,False,True,False,False,False,False,False,True,False,True,False,False,True,False,13,0
243,27,710.4,13,4.1,True,65,False,True,False,False,False,True,False,False,False,False,True,False,False,True,65,1
244,37,430.8,7,3.4,False,23,True,False,False,True,False,False,False,False,True,False,False,False,False,False,23,0
245,31,1130.6,15,4.5,True,26,True,False,False,False,False,False,True,False,False,True,False,False,True,False,26,0
246,35,820.9,12,4.3,False,12,False,True,False,False,True,False,False,False,False,False,True,True,False,False,12,0
247,41,480.25,9,3.6,True,38,True,False,True,False,False,False,False,False,True,False,False,False,False,True,38,1
248,28,1490.1,21,4.9,False,9,False,True,False,False,False,False,False,True,False,True,False,False,True,False,9,0
249,32,680.3,10,3.8,True,65,False,True,False,False,False,True,False,False,False,False,True,False,False,True,65,1
250,36,470.5,8,3.0,False,18,True,False,False,True,False,False,False,False,True,False,False,True,False,False,18,0
251,30,1180.8,16,4.7,True,19,True,False,False,False,False,False,True,False,False,True,False,False,True,False,19,0
252,34,790.2,11,4.0,False,15,False,True,False,False,True,False,False,False,False,False,True,True,False,False,15,0
253,43,505.75,10,3.3,True,39,True,False,True,False,False,False,False,False,True,False,False,False,False,True,39,1
254,30,1470.5,20,4.8,False,13,False,True,False,False,False,False,False,True,False,True,False,False,True,False,13,0
255,27,710.4,13,4.1,True,54,False,True,False,False,False,True,False,False,False,False,True,False,False,True,54,1
256,37,430.8,7,3.4,False,23,True,False,False,True,False,False,False,False,True,False,False,True,False,False,23,0
257,31,1140.6,15,4.6,True,27,True,False,False,False,False,False,True,False,False,True,False,False,True,False,27,0
258,35,810.9,12,4.3,False,13,False,True,False,False,True,False,False,False,False,False,True,True,False,False,13,0
259,41,485.25,9,3.6,True,65,True,False,True,False,False,False,False,False,True,False,False,False,False,True,65,1
260,28,1500.1,21,4.9,False,10,False,True,False,False,False,False,False,True,False,True,False,False,True,False,10,0
261,32,670.3,10,3.8,True,33,False,True,False,False,False,True,False,False,False,False,True,False,False,True,33,1
262,36,460.5,8,3.1,False,19,True,False,False,True,False,False,False,False,True,False,False,True,False,False,19,0
263,30,1190.8,16,4.5,True,65,True,False,False,False,False,False,True,False,False,True,False,False,True,False,65,1
264,33,830.75,13,4.2,False,14,False,True,False,False,True,False,False,False,False,False,True,False,True,False,14,0
265,42,520.4,9,3.5,True,37,True,False,True,False,False,False,False,False,True,False,False,False,False,True,37,1
266,29,1370.2,18,4.7,False,10,False,True,False,False,False,False,False,True,False,True,False,False,True,False,10,0
267,26,690.6,12,3.9,True,47,False,True,False,False,False,True,False,False,False,False,True,False,False,True,47,1
268,38,440.9,8,3.2,False,24,True,False,False,True,False,False,False,False,True,False,False,True,False,False,24,0
269,32,1160.3,14,4.4,True,22,True,False,False,False,False,False,True,False,False,True,False,False,True,False,22,0
270,34,800.2,11,4.1,False,17,False,True,False,False,True,False,False,False,False,False,True,True,False,False,17,0
271,43,500.75,10,3.3,True,40,True,False,True,False,False,False,False,False,True,False,False,False,False,True,40,1
272,30,1460.5,20,4.8,False,65,False,True,False,False,False,False,False,True,False,True,False,False,True,False,65,1
273,27,700.4,13,4.0,True,65,False,True,False,False,False,True,False,False,False,False,True,False,False,True,65,1
274,37,430.8,7,3.4,False,23,True,False,False,True,False,False,False,False,True,False,False,True,False,False,23,0
275,31,1140.6,15,4.5,True,27,True,False,False,False,False,False,True,False,False,True,False,False,True,False,27,0
276,35,820.9,12,4.3,False,65,False,True,False,False,True,False,False,False,False,False,True,True,False,False,65,1
277,41,480.25,9,3.6,True,38,True,False,True,False,False,False,False,False,True,False,False,False,False,True,38,1
278,28,1490.1,21,4.9,False,9,False,True,False,False,False,False,False,True,False,True,False,False,True,False,9,0
279,32,680.3,10,3.8,True,32,False,True,False,False,False,True,False,False,False,False,True,False,False,True,32,1
280,36,470.5,8,3.0,False,18,True,False,False,True,False,False,False,False,True,False,False,True,False,False,18,0
281,30,1180.8,16,4.7,True,19,True,False,False,False,False,False,True,False,False,True,False,False,True,False,19,0
282,34,790.2,11,4.0,False,15,False,True,False,False,True,False,False,False,False,False,True,True,False,False,15,0
283,43,505.75,10,3.3,True,39,True,False,True,False,False,False,False,False,True,False,False,False,False,True,39,1
284,30,1470.5,20,4.8,False,13,False,True,False,False,False,False,False,True,False,True,False,False,True,False,13,0
285,27,710.4,13,4.1,True,54,False,True,False,False,False,True,False,False,False,False,True,False,False,True,54,1
286,37,430.8,7,3.4,False,23,True,False,False,True,False,False,False,False,True,False,False,True,False,False,23,0
287,31,1130.6,15,4.5,True,26,True,False,False,False,False,False,True,False,False,True,False,False,True,False,26,0
288,35,820.9,12,4.3,False,13,False,True,False,False,True,False,False,False,False,False,True,True,False,False,13,0
289,41,485.25,9,3.6,True,39,True,False,True,False,False,False,False,False,True,False,False,False,False,True,39,1
290,28,1500.1,21,4.9,False,10,False,True,False,False,False,False,False,True,False,True,False,False,True,False,10,0
291,32,670.3,10,3.8,True,33,False,True,False,False,False,True,False,False,False,False,True,False,False,True,33,1
292,36,460.5,8,3.1,False,19,True,False,False,True,False,False,False,False,True,False,False,True,False,False,19,0
293,30,1190.8,16,4.5,True,20,True,False,False,False,False,False,True,False,False,True,False,False,True,False,20,0
294,33,830.75,13,4.2,False,14,False,True,False,False,True,False,False,False,False,False,True,False,True,False,14,0
295,42,520.4,9,3.5,True,37,True,False,True,False,False,False,False,False,True,False,False,False,False,True,37,1
296,29,1370.2,18,4.7,False,10,False,True,False,False,False,False,False,True,False,True,False,False,True,False,10,0
297,26,690.6,12,3.9,True,47,False,True,False,False,False,True,False,False,False,False,True,False,False,True,47,1
298,38,440.9,8,3.2,False,24,True,False,False,True,False,False,False,False,True,False,False,True,False,False,24,0
299,32,1160.3,14,4.4,True,22,True,False,False,False,False,False,True,False,False,True,False,False,True,False,22,0
300,34,800.2,11,4.1,False,17,False,True,False,False,True,False,False,False,False,False,True,True,False,False,17,0
301,36,1420.8,19,4.6,False,11,False,True,False,False,False,False,False,True,False,True,False,False,True,False,11,0
302,29,730.4,14,4.0,True,50,True,False,False,False,False,True,False,False,False,False,True,False,False,True,50,1
303,35,450.6,7,3.3,False,21,True,False,False,True,False,False,False,False,True,False,False,True,False,False,21,0
304,31,1210.6,17,4.8,True,18,False,True,False,False,False,False,True,False,False,True,False,False,True,False,18,0
305,27,780.9,11,4.2,False,16,False,True,False,False,True,False,False,False,False,False,True,True,False,False,16,0
306,42,495.25,10,3.5,True,35,True,False,True,False,False,False,False,False,True,False,False,False,False,True,35,1
307,29,1390.2,18,4.7,False,9,False,True,False,False,False,False,False,True,False,True,False,False,True,False,9,0
308,26,670.6,12,3.9,True,46,False,True,False,False,False,True,False,False,False,False,True,False,False,True,46,1
309,38,460.9,8,3.2,False,25,True,False,False,True,False,False,False,False,True,False,False,True,False,False,25,0
310,32,1170.3,14,4.5,True,65,True,False,False,False,False,False,True,False,False,True,False,False,True,False,65,1
311,34,810.2,11,4.0,False,14,False,True,False,False,True,False,False,False,False,False,True,True,False,False,14,0
312,43,515.75,9,3.3,True,65,True,False,True,False,False,False,False,False,True,False,False,False,False,True,65,1
313,30,1450.5,20,4.8,False,12,False,True,False,False,False,False,False,True,False,True,False,False,True,False,12,0
314,27,690.4,13,4.1,True,52,False,True,False,False,False,True,False,False,False,False,True,False,False,True,52,1
315,37,420.8,7,3.4,False,24,True,False,False,True,False,False,False,False,True,False,False,True,False,False,24,0
316,31,1130.6,15,4.5,True,26,True,False,False,False,False,False,True,False,False,True,False,False,True,False,26,0
317,35,820.9,12,4.3,False,13,False,True,False,False,True,False,False,False,False,False,True,True,False,False,13,0
318,41,480.25,9,3.6,True,65,True,False,True,False,False,False,False,False,True,False,False,False,False,True,65,1
319,28,1490.1,21,4.9,False,9,False,True,False,False,False,False,False,True,False,True,False,False,True,False,9,0
320,32,680.3,10,3.8,True,32,False,True,False,False,False,True,False,False,False,False,True,False,False,True,32,1
321,36,470.5,8,3.0,False,18,True,False,False,True,False,False,False,False,True,False,False,True,False,False,18,0
322,30,1180.8,16,4.7,True,19,True,False,False,False,False,False,True,False,False,True,False,False,True,False,19,0
323,34,790.2,11,4.0,False,15,False,True,False,False,True,False,False,False,False,False,True,True,False,False,15,0
324,43,505.75,10,3.3,True,39,True,False,True,False,False,False,False,False,True,False,False,False,False,True,39,1
325,30,1470.5,20,4.8,False,13,False,True,False,False,False,False,False,True,False,True,False,False,True,False,13,0
326,27,710.4,13,4.1,True,54,False,True,False,False,False,True,False,False,False,False,True,False,False,True,54,1
327,37,430.8,7,3.4,False,23,True,False,False,True,False,False,False,False,True,False,False,True,False,False,23,0
328,31,1140.6,15,4.5,True,27,True,False,False,False,False,False,True,False,False,True,False,False,True,False,27,0
329,35,820.9,12,4.3,False,65,False,True,False,False,True,False,False,False,False,False,True,True,False,False,65,1
330,41,485.25,9,3.6,True,39,True,False,True,False,False,False,False,False,True,False,False,False,False,True,39,1
331,28,1500.1,21,4.9,False,10,False,True,False,False,False,False,False,True,False,True,False,False,True,False,10,0
332,32,670.3,10,3.8,True,33,False,True,False,False,False,True,False,False,False,False,True,False,False,True,33,1
333,36,460.5,8,3.1,False,19,True,False,False,True,False,False,False,False,True,False,False,True,False,False,19,0
334,30,1190.8,16,4.5,True,20,True,False,False,False,False,False,True,False,False,True,False,False,True,False,20,0
335,33,830.75,13,4.2,False,14,False,True,False,False,True,False,False,False,False,False,True,False,True,False,14,0
336,42,520.4,9,3.5,True,37,True,False,True,False,False,False,False,False,True,False,False,False,False,True,37,1
337,29,1370.2,18,4.7,False,10,False,True,False,False,False,False,False,True,False,True,False,False,True,False,10,0
338,26,690.6,12,3.9,True,47,False,True,False,False,False,True,False,False,False,False,True,False,False,True,47,1
339,38,440.9,8,3.2,False,24,True,False,False,True,False,False,False,False,True,False,False,True,False,False,24,0
340,32,1160.3,14,4.4,True,65,True,False,False,False,False,False,True,False,False,True,False,False,True,False,65,1
341,34,800.2,11,4.1,False,17,False,True,False,False,True,False,False,False,False,False,True,True,False,False,17,0
342,43,525.75,9,3.3,True,40,True,False,True,False,False,False,False,False,True,False,False,False,False,True,40,1
343,30,1460.5,20,4.8,False,11,False,True,False,False,False,False,False,True,False,True,False,False,True,False,11,0
344,27,720.4,13,4.0,True,55,False,True,False,False,False,True,False,False,False,False,True,False,False,True,55,1
345,37,440.8,7,3.2,False,25,True,False,False,True,False,False,False,False,True,False,False,True,False,False,25,0
346,31,1150.6,15,4.5,True,28,True,False,False,False,False,False,True,False,False,True,False,False,True,False,28,0
347,35,830.9,12,4.3,False,14,False,True,False,False,True,False,False,False,False,False,True,True,False,False,14,0
348,41,490.25,9,3.6,True,65,True,False,True,False,False,False,False,False,True,False,False,False,False,True,65,1
349,28,1480.1,21,4.9,False,10,False,True,False,False,False,False,False,True,False,True,False,False,True,False,10,0
350,32,690.3,10,3.8,True,34,False,True,False,False,False,True,False,False,False,False,True,False,False,True,34,1
351,36,480.5,8,3.1,False,20,True,False,False,True,False,False,False,False,True,False,False,True,False,False,20,0
352,30,1170.8,16,4.7,True,65,True,False,False,False,False,False,True,False,False,True,False,False,True,False,65,1
353,34,790.2,11,4.0,False,65,False,True,False,False,True,False,False,False,False,False,True,True,False,False,65,1
354,43,510.75,10,3.3,True,41,True,False,True,False,False,False,False,False,True,False,False,False,False,True,41,1
355,30,1440.5,19,4.6,False,12,False,True,False,False,False,False,False,True,False,True,False,False,True,False,12,0
356,27,700.4,13,4.1,True,56,False,True,False,False,False,True,False,False,False,False,True,False,False,True,56,1
357,37,410.8,7,3.4,False,26,True,False,False,True,False,False,False,False,True,False,False,True,False,False,26,0
358,31,1160.6,15,4.5,True,29,True,False,False,False,False,False,True,False,False,True,False,False,True,False,29,0
359,35,810.9,12,4.3,False,14,False,True,False,False,True,False,False,False,False,False,True,True,False,False,14,0
360,41,495.25,9,3.6,True,41,True,False,True,False,False,False,False,False,True,False,False,False,False,True,41,1
361,28,1490.1,21,4.9,False,10,False,True,False,False,False,False,False,True,False,True,False,False,True,False,10,0
362,32,660.3,10,3.8,True,35,False,True,False,False,False,True,False,False,False,False,True,False,False,True,35,1
363,36,430.5,8,3.1,False,21,True,False,False,True,False,False,False,False,True,False,False,True,False,False,21,0
364,30,1200.8,16,4.7,True,22,True,False,False,False,False,False,True,False,False,True,False,False,True,False,22,0
365,34,780.2,11,4.1,False,16,False,True,False,False,True,False,False,False,False,False,True,True,False,False,16,0
366,43,505.75,10,3.3,True,42,True,False,True,False,False,False,False,False,True,False,False,False,False,True,42,1
367,30,1460.5,20,4.8,False,13,False,True,False,False,False,False,False,True,False,True,False,False,True,False,13,0
368,27,710.4,13,4.1,True,57,False,True,False,False,False,True,False,False,False,False,True,False,False,True,57,1
369,37,450.8,7,3.4,False,24,True,False,False,True,False,False,False,False,True,False,False,True,False,False,24,0
370,31,1140.6,15,4.5,True,30,True,False,False,False,False,False,True,False,False,True,False,False,True,False,30,0
